gene,WT1,WT2,WT3,KO,KO_above_allWT
1700030K09Rik,1.5440183417026847,1.3485214929338665,1.8748032281787887,1.158841113586261,False
1700037C18Rik,5.867269698470202,4.045564478801599,5.5451926467259955,5.2411223091742265,False
1700037H04Rik,10.344922889407988,11.1054711182789,6.20533462847909,7.888020761797391,False
1700041G16Rik,0.5404064195959397,0.2379743811059764,1.6371521147476749,1.3695394978746722,False
1700047K16Rik,0.6176073366810739,0.8725727307219135,1.2146612464256943,0.7637816430454903,False
1700048O20Rik,0.7720091708513424,1.0312223181258977,1.1882555671555706,1.6592497762712377,True
1700052K11Rik,3.551242185916175,3.33164133548367,4.858644985702777,3.2921622545064237,False
1700055D18Rik,0.6176073366810739,0.3966239685099607,1.135444208615323,0.9349740802798242,False
1700056E22Rik,1.621219258787819,1.665820667741835,2.376511134311141,1.725093021361366,False
1700061G19Rik,1.3896165075324163,1.0312223181258977,1.3202839635061894,2.067477895830034,True
1700063J08Rik,1.003611922106745,0.555273555913945,0.7129533402933422,0.7374443450094389,False
1700066M21Rik,1.930022927128356,1.5864958740398427,2.825407681903245,1.935791405649777,False
1700072G22Rik,0.4632055025108054,0.555273555913945,1.6899634732879225,1.553900584127032,False
1700084E18Rik,1.0808128391918794,1.2691966992318742,0.8185760573738374,1.0271546234060043,False
1700086O06Rik,5.172461444703994,4.045564478801599,5.9148721565077285,4.332485526930454,False
1700086P04Rik,1.621219258787819,1.0312223181258977,1.5579350769373035,1.382708146892698,False
1700088E04Rik,0.8492100879364766,0.8725727307219135,1.267472604965942,0.7901189410815417,False
1700093K21Rik,0.30880366834053696,1.11054711182789,1.346689642776313,1.8172735644875457,True
1700094D03Rik,2.624831180894564,4.204214066205584,4.119285966139311,4.227136334786247,True
1700096K18Rik,6.870881620576948,6.425308289861363,8.264977611548746,7.0320585756257215,False
1700101I11Rik,1.0808128391918794,0.8725727307219135,0.6865476610232184,1.079829219478107,False
1700102H20Rik,1.5440183417026847,1.3485214929338665,2.0332373037995315,1.672418425289263,False
1700109H08Rik,0.4632055025108054,0.7139231433179292,1.9276145867190366,1.935791405649777,True
1700113A16Rik,5.09526052761886,4.204214066205584,4.594588193001539,3.7662336191553485,False
1700120C14Rik,0.6176073366810739,0.7932479370199214,2.1652657001501505,1.4485513919828266,False
1700123M08Rik,1.0808128391918794,1.0312223181258977,1.2410669256958182,1.0139859743879784,False
1700123O20Rik,52.26502086663588,46.801628284175365,34.829090957293275,36.661518866183535,False
1810009A15Rik,2.54763026380943,2.8556925732717167,3.591172380736835,4.674870401399121,True
1810010H24Rik,1.2352146733621479,1.189871905529882,1.267472604965942,1.1851784116223125,False
1810013L24Rik,35.35802002499148,32.12654144930681,44.86324907994032,39.63763354425734,False
1810019D21Rik,3.010835766320235,3.966239685099607,3.960851890518568,3.6740530760291685,False
1810021B22Rik,1.0808128391918794,1.745145461443827,1.2410669256958182,1.3300335508205952,False
1810024B03Rik,1.7756210929580876,2.776367779569725,2.983841757523988,3.1604757643261667,True
1810026B05Rik,66.0839850248749,68.13999779001125,69.76380463166704,51.1470327860118,False
1810030O07Rik,9.804516469812048,13.088590960828704,12.727537408199666,11.970301957385356,False
1810034E14Rik,0.4632055025108054,0.31729917480796854,0.4488965475921044,1.2773589547484923,True
1810037I17Rik,287.2646124737845,265.89670848907764,256.66320250560324,372.88346559441555,True
1810044D09Rik,3.628443103001309,2.6177181921657406,3.7496064563575775,3.897920109335606,True
1810055G02Rik,12.738151319047148,8.963701688325113,6.258145987019338,4.83289418961543,False
1810058I24Rik,133.9435911427079,116.21082277341849,115.94733767511356,108.75987223987421,False
1810059H22Rik,1.7756210929580876,2.22109422365578,2.2972940965007695,1.2641903057304666,False
1810062G17Rik,2.4704293467242957,2.697042985867733,2.851813361173369,1.8172735644875457,False
1810062O18Rik,1.312415590447282,1.2691966992318742,0.7393590195634661,0.5135773117030021,False
2010001A14Rik,4.01444768842698,4.283538859907575,4.7794279478924055,4.674870401399121,False
2010001K21Rik,0.8492100879364766,0.555273555913945,1.6107464354775511,0.8427935371536445,False
2010003K11Rik,1.312415590447282,1.0312223181258977,0.7921703781037136,1.2378530076944154,False
2010109A12Rik,1.8528220100432216,2.8556925732717167,4.7794279478924055,3.199981711380244,False
2010110K18Rik,1.003611922106745,1.11054711182789,0.8977930951842088,0.4345654175948479,False
2010204K13Rik,5.867269698470202,5.394085971735466,5.4131642503753765,6.887203436427439,True
2010300C02Rik,2.856433932149967,4.045564478801599,5.333947212565005,5.609844481678946,True
2010310C07Rik,0.3860045854256712,0.15864958740398427,0.9241987744543325,1.0139859743879784,True
2010315B03Rik,2.238826595468893,3.6489405102916384,4.172097324679559,3.911088758353631,False
2010320M18Rik,16.05779075370792,13.167915754530696,15.262482618131548,15.618017735378475,False
2010320O07Rik,0.5404064195959397,0.4759487622119528,0.633736302482971,1.0534919214420555,True
2200002D01Rik,8.337699045194498,7.139231433179292,6.971099327312681,12.23367493774587,True
2210016F16Rik,23.00587329137,22.607566205067762,21.81109107712225,27.114248328114904,True
2210016L21Rik,22.38826595468893,22.607566205067762,21.573439963691136,19.91099731525485,False
2210017I01Rik,0.15440183417026848,1.5071710803378506,0.36967950978173303,0.3555535234866937,False
2210406O10Rik,1.1580137562770136,2.3004190173577723,1.9276145867190366,1.764598968415443,False
2210408F21Rik,1.003611922106745,2.3004190173577723,1.5051237183970558,2.357188174226599,True
2210408I21Rik,2.0844247612986244,2.1417694299537877,2.2180770586903984,2.0411405977939823,False
2300002M23Rik,9.10970821604584,0.15864958740398427,0.10562271708049516,0.09218054312617986,False
2300009A05Rik,27.020320979796985,27.605028208293263,23.765111343111407,24.07229040495097,False
2310001H17Rik,5.867269698470202,7.3772058142852694,6.839070930962062,9.995004604681503,True
2310001K24Rik,0.7720091708513424,0.6345983496159371,1.135444208615323,0.7506129940274646,False
2310002F09Rik,0.6176073366810739,0.7932479370199214,0.7393590195634661,1.4090454449287493,True
2310009A05Rik,29.567951243606412,32.99911418002873,34.45941144751154,35.673870189831604,True
2310009B15Rik,35.97562736167255,34.74425964147256,38.55229173438073,35.38415991143504,False
2310010J17Rik,5.326863278874263,6.425308289861363,8.951525272571963,5.715193673823151,False
2310011J03Rik,29.413549409436147,25.383933984637483,25.50788617493958,25.889563969438516,False
2310015A10Rik,1.8528220100432216,1.9037950488478113,2.614162247742255,2.1464897899381885,False
2310022A10Rik,4.168849522597249,4.6801628284175365,5.2811358540247575,4.516846613182813,False
2310022B05Rik,8.183297211024229,7.3772058142852694,6.442985741910205,7.361274801076363,False
2310030G06Rik,12.04334306528094,9.99492400645101,8.951525272571963,7.67732237750898,False
2310033P09Rik,28.4099374873294,25.859882746849436,21.995930832013116,21.056669779823086,False
2310034G01Rik,2.933634849235101,2.22109422365578,3.0102474367941117,2.251838982082394,False
2310039H08Rik,54.58104837918991,45.929055553453445,44.46716389088846,48.39478514124443,False
2310040G24Rik,0.7720091708513424,1.665820667741835,2.1916713794202742,1.4353827429648007,False
2310046K23Rik,11.425735728599868,54.97208203548055,10.11337516045741,54.202159358193754,False
2310050C09Rik,0.07720091708513424,4.204214066205584,0.15843407562074274,0.09218054312617986,False
2310057M21Rik,16.75259900747413,17.292805027034284,13.070811238711274,10.192534339951887,False
2310061I04Rik,18.837023768772752,15.62698435929245,14.496717919297959,13.958767959107236,False
2310068J16Rik,4.863657776363457,5.6320603528414415,5.9940891943181,4.2666422818403245,False
2410002F23Rik,23.083074208455137,20.862420743623932,20.22675032091482,17.356279405757867,False
2410004B18Rik,42.6149062309941,39.42442246989009,30.498559556992976,24.92825259112264,False
2410006H16Rik,456.1030181389731,496.17658460596084,543.0327941900957,394.48004998397766,False
2410022M11Rik,5.09526052761886,4.283538859907575,5.069890419863768,5.530832587570792,True
2410080I02Rik,0.6948082537662081,1.3485214929338665,1.4787180391269321,1.2773589547484923,False
2410131K14Rik,4.709255942193188,3.33164133548367,4.990673382053396,4.7538822955072755,False
2500002B13Rik,0.8492100879364766,1.3485214929338665,1.2410669256958182,1.5802378821630834,True
2500004C02Rik,1.1580137562770136,1.11054711182789,1.8748032281787887,1.725093021361366,False
2510002D24Rik,22.00226136926326,26.73245547757135,26.616924704284777,27.285440765349236,True
2510009E07Rik,5.7900687813850675,5.711385146543433,9.162770706732953,7.6641537284909536,False
2510017J16Rik,1.930022927128356,1.9037950488478113,3.7760121356277017,3.963763354425734,True
2510039O18Rik,16.289393504963325,14.278462866358584,14.311878164407094,17.27726751164971,True
2510046G10Rik,7.10248437183235,7.456530607987261,7.7104583468761465,7.229588310896106,False
2610001J05Rik,23.54627971096594,29.508823257141078,35.198770467075015,41.507581704816985,True
2610002M06Rik,9.572913718556645,10.946821530874915,9.849318367756172,10.9168100359433,False
2610008E11Rik,2.238826595468893,2.776367779569725,4.0136632490588156,2.6468984526231645,False
2610020C07Rik,2.161625678383759,1.9037950488478113,3.6439837392770826,2.449368717352779,False
2610021A01Rik,2.238826595468893,2.6177181921657406,2.5877565684721313,2.6073925055690874,False
2610035D17Rik,2.624831180894564,3.2523165417816777,2.693379285552626,3.3184995525424754,True
2610037D02Rik,10.73092747483366,14.913061215974523,12.859565804550284,11.035327877105532,False
2610044O15Rik8,3.860045854256712,3.7282653039936307,5.22832449548451,4.6090271563089935,False
2610203C22Rik,1.0808128391918794,0.7139231433179292,1.1618498878854466,3.371174148614578,True
2610301B20Rik,1.621219258787819,1.745145461443827,2.6405679270123787,2.2386703330643685,False
2610306M01Rik,3.242438517575638,3.410966129185662,4.277720041760054,3.8057395662094256,False
2610307P16Rik,2.00722384421349,2.0624446362517954,2.402916813581265,2.0806465448480598,False
2610507B11Rik,39.29526679633332,46.16702993455942,51.78153704871275,55.940421028573155,True
2610507I01Rik,1.7756210929580876,3.7282653039936307,2.6669736062825025,2.317682227172522,False
2610528A11Rik,21.30745311549705,23.559463729491664,15.97543595842489,120.41412662082695,True
2610528J11Rik,19.14582743711329,13.72318931044464,15.790596203534024,18.857505393812794,False
2700033N17Rik,3.165237600490504,3.410966129185662,3.6175780600069594,4.3456541759484795,True
2700038G22Rik,21.153051281326782,23.480138935789675,18.431164130546403,14.959585284477187,False
2700046G09Rik,0.6176073366810739,1.0312223181258977,1.0826328500750753,0.9086367822437729,False
2700049A03Rik,3.782844937171578,4.83881241582152,4.568182513731416,4.187630387732171,False
2700062C07Rik,8.878105464790437,7.77382978279523,9.585261575054934,8.177731040193956,False
2700081O15Rik,2.161625678383759,3.33164133548367,3.1686815124148544,2.6995730486952674,False
2700097O09Rik,7.720091708513424,6.583957877265348,4.753022268622282,5.662519077751049,False
2810001G20Rik,11.11693206025933,9.756949625345033,10.298214915348279,12.93161333570123,True
2810002D19Rik,4.091648605512114,4.283538859907575,4.04006892832894,3.568703883884963,False
2810004N23Rik,36.9792392837793,41.88349107465185,42.882823134681026,39.69030814032944,False
2810006K23Rik,10.344922889407988,10.232898387556986,14.760774711999197,11.325038155502098,False
2810013P06Rik,16.289393504963325,16.499557090014363,23.685894305301037,16.144763696099503,False
2810029C07Rik,1.0808128391918794,0.7139231433179292,1.0034158122647039,0.816456239117593,False
2810402E24Rik,6.176073366810739,4.997462003225505,7.525618591985279,5.544001236588817,False
2810403D21Rik,7.10248437183235,7.297881020583277,11.750527275205085,10.666605704600812,False
2810405F17Rik,2.0844247612986244,3.1729917480796854,2.6405679270123787,1.7119243723433404,False
2810408A11Rik,2.3932284296391613,1.9037950488478113,2.402916813581265,2.120152491902137,False
2810408I11Rik,10.113320138152584,10.312223181258979,9.585261575054934,10.126691094861759,False
2810429I04Rik,0.8492100879364766,0.9518975244239056,1.0562271708049515,1.422214093946775,True
2810454H06Rik,5.6356669472147995,8.091128957603198,12.489886294768551,7.822177516707262,False
2900005J15Rik,2.856433932149967,1.5864958740398427,1.5843407562074272,0.7901189410815417,False
2900009J06Rik,1.7756210929580876,1.4278462866358583,2.7725963233629978,2.159658438956214,False
2900026A02Rik,6.716479786406678,10.153573593854993,14.391095202217464,12.523385216142435,False
2900041M22Rik,2.3160275125540273,1.5864958740398427,2.71978496482275,3.621378479957066,True
2900052L18Rik,1.0808128391918794,0.6345983496159371,2.4293224928513886,1.461720041000852,False
2900060B14Rik,9.032507298960706,8.56707771981515,10.79992282148063,7.690491026527006,False
2900076A07Rik,2.702032097979698,2.776367779569725,3.6175780600069594,2.1333211409201622,False
2900089D17Rik,1.6984201758729531,1.5864958740398427,2.3501054550410174,2.2650076311004192,False
2900093K20Rik,4.940858693448591,5.790709940245426,6.601419817530947,5.741530971859203,False
2900097C17Rik,23.237476042625406,34.66493484777057,51.38545185966089,53.26718527791393,True
3010003L21Rik,11.966142148195807,14.43711245376257,18.5367868476269,9.718462975302963,False
3110001I22Rik,3.4740412688310407,3.8075900976956225,4.356937079570425,3.278993605488398,False
3110009E18Rik,4.400452273852652,4.521513241013552,4.3833427588405485,4.859231487651481,True
3110021N24Rik,2.3932284296391613,3.33164133548367,2.3236997757708933,1.3695394978746722,False
3110040N11Rik,12.660950401962015,14.1198132789546,12.88597148382041,16.013077205919245,True
3110045C21Rik,1.1580137562770136,1.665820667741835,2.1916713794202742,1.6065751801991346,False
3110056K07Rik,15.980589836622787,16.182257915206396,13.17643395579177,11.114339771213686,False
3110082I17Rik,3.937246771341846,3.886914891397615,3.723200777087454,3.963763354425734,True
3830406C13Rik,40.99368697220628,38.47252494546618,33.588024031597456,32.131503603982694,False
3930402G23Rik,9.958918303982317,9.20167606943109,20.83408094412767,11.878121414259176,False
4430402I18Rik,1.7756210929580876,1.5071710803378506,1.9540202659891603,2.8180908898574986,True
4632404H12Rik,1.4668174246175505,1.5864958740398427,2.9574360782538642,2.3045135781544968,False
4632411P08Rik,1.4668174246175505,1.0312223181258977,1.6371521147476749,2.1728270879742397,True
4632427E13Rik,41.37969155763195,40.53496958171798,39.582113225915556,35.5158464016153,False
4732440D04Rik,10.576525640663391,12.929941373424718,12.780348766739914,9.573607836104681,False
4732463B04Rik,0.2316027512554027,0.15864958740398427,1.7427748318281702,1.7514303193974172,True
4732491K20Rik,0.4632055025108054,0.7139231433179292,0.7129533402933422,1.4880573390369034,True
4833407H14Rik,3.242438517575638,3.33164133548367,4.488965475921044,3.265824956470372,False
4833408A19Rik,1.312415590447282,0.9518975244239056,1.0826328500750753,1.2641903057304666,False
4833413G10Rik,0.15440183417026848,0.31729917480796854,0.6865476610232184,1.1193351665321842,True
4833417C18Rik,0.6948082537662081,0.6345983496159371,1.1618498878854466,0.8954681332257473,False
4833418N02Rik,7.7972926255985575,5.076786796927497,5.122701778404015,4.148124440678094,False
4833419F23Rik,0.5404064195959397,1.11054711182789,0.6865476610232184,0.8296248881356189,False
4833420G17Rik,14.976977914516041,16.65820667741835,17.322125601201204,15.143946370729548,False
4833422C13Rik,0.6948082537662081,1.3485214929338665,1.4787180391269321,1.1851784116223125,False
4833423E24Rik,14.436571494920104,11.422770293086867,9.558855895784811,13.603214435620544,False
4833427F10Rik,0.6948082537662081,1.189871905529882,1.4259066805866845,1.211515709658364,False
4833438C02Rik,4.7864568592783225,6.345983496159371,7.7104583468761465,6.149759091418,False
4833439L19Rik,21.075850364241646,27.129079446081313,27.831585950710473,29.208063521980993,True
4833445I07Rik,1.3896165075324163,0.7932479370199214,3.511955342926464,2.2386703330643685,False
4921507P07Rik,0.5404064195959397,0.7932479370199214,1.6371521147476749,1.7909362664514945,True
4921516A02Rik,0.3860045854256712,0.2379743811059764,0.7657646988335899,1.158841113586261,True
4921524J17Rik,32.11558150741584,30.936669543776937,28.465322253193442,24.362000683347535,False
4921531C22Rik,4.709255942193188,6.108009115053394,15.711379165723653,10.113522445843733,False
4930402H24Rik,9.186909133130975,8.408428132411167,13.862981616814988,9.757968922357039,False
4930403P22Rik,0.6948082537662081,1.665820667741835,2.0332373037995315,1.8699481605596484,False
4930415O20Rik,2.54763026380943,3.1729917480796854,6.442985741910205,7.782671569653186,True
4930417O13Rik,0.15440183417026848,0.31729917480796854,1.2146612464256943,1.4485513919828266,True
4930426I24Rik,0.6176073366810739,0.4759487622119528,1.5051237183970558,0.7637816430454903,False
4930430F08Rik,3.551242185916175,3.8075900976956225,4.673805230811911,5.530832587570792,True
4930453N24Rik,31.26637141947937,27.287729033485295,21.679062680771633,20.450911924993903,False
4930478M13Rik,1.312415590447282,1.2691966992318742,1.267472604965942,1.3036962527845437,False
4930481A15Rik,2.7792330150648326,3.7282653039936307,3.4855496636563403,3.1341384662901155,False
4930481B07Rik,1.003611922106745,1.0312223181258977,0.9241987744543325,1.079829219478107,True
4930509H03Rik,2.856433932149967,3.0936669543776936,2.71978496482275,2.278176280118445,False
4930513N10Rik,0.6948082537662081,0.7932479370199214,1.267472604965942,1.172009762604287,False
4930517E14Rik,0.8492100879364766,0.3966239685099607,1.4259066805866845,0.7374443450094389,False
4930522L14Rik,3.551242185916175,3.7282653039936307,5.2811358540247575,4.806556891579379,False
4930523C07Rik,109.08489584129468,106.37454835437146,85.79205194863219,60.905001708368836,False
4930524O07Rik,1.1580137562770136,1.189871905529882,1.1882555671555706,0.987648676351927,False
4930532G15Rik,1.0808128391918794,0.9518975244239056,3.1686815124148544,1.935791405649777,False
4930537H20Rik,0.6948082537662081,0.9518975244239056,1.6371521147476749,0.7637816430454903,False
4930539J05Rik,1.0808128391918794,1.11054711182789,2.3236997757708933,1.4880573390369034,False
4930554I06Rik,0.6948082537662081,0.8725727307219135,1.0826328500750753,1.725093021361366,True
4930556C24Rik,1.003611922106745,0.2379743811059764,1.135444208615323,0.2502043313424882,False
4930556M19Rik,1.0808128391918794,1.0312223181258977,1.9540202659891603,0.5925892058111563,False
4930562C15Rik,0.0,0.2379743811059764,1.0298214915348278,0.6320951528652333,False
4930563E22Rik,1.930022927128356,2.9350173669737094,2.1916713794202742,1.9226227566317515,False
4930578M01Rik,1.2352146733621479,1.3485214929338665,1.7427748318281702,0.8427935371536445,False
4930579G24Rik,9.26411005021611,10.153573593854993,7.314373157824289,7.940695357869494,False
4930579K19Rik,1.312415590447282,0.9518975244239056,1.3730953220464368,1.2773589547484923,False
4930581F22Rik,1.003611922106745,0.6345983496159371,1.4787180391269321,0.7111070469733874,False
4930589L23Rik,0.6948082537662081,1.3485214929338665,1.9276145867190366,0.9086367822437729,False
4931406C07Rik,10.036119221067452,10.867496737172923,18.008673262224423,13.721732276782774,False
4931406P16Rik,18.75982285168762,17.054830645928313,18.431164130546403,15.064934476621394,False
4931428F04Rik,1.1580137562770136,1.5864958740398427,2.4821338513916364,2.976114678073807,True
4932422M17Rik,2.4704293467242957,5.235436384331481,9.849318367756172,5.227953660156201,False
4932438A13Rik,23.237476042625406,29.66747284454506,38.076989507518505,34.712558811515734,False
4933407K13Rik,0.8492100879364766,0.555273555913945,1.2146612464256943,1.079829219478107,False
4933408B17Rik,0.2316027512554027,1.189871905529882,1.7691805110982939,1.2378530076944154,False
4933421O10Rik,4.01444768842698,3.410966129185662,5.149107457674139,3.5950411819210144,False
4933424G05Rik,0.0,0.4759487622119528,1.2938782842360657,0.7242756959914133,False
4933431E20Rik,1.8528220100432216,2.3004190173577723,3.327115588035597,2.291344929136471,False
4933433G15Rik,1.930022927128356,2.459068604761756,2.2180770586903984,2.0016346507399057,False
4933434E20Rik,20.303841193390305,17.1341554396303,17.533371035362194,18.357096731127818,False
4933439C10Rik,1.2352146733621479,1.665820667741835,1.6899634732879225,1.2378530076944154,False
4933439K11Rik,2.702032097979698,1.745145461443827,3.0894644746044833,4.292979579876377,True
5031425E22Rik,34.97201543956581,41.169567931333916,45.945881930015396,40.12487355792429,False
5031434O11Rik,0.8492100879364766,0.7139231433179292,1.6899634732879225,1.5143946370729549,False
5031439G07Rik,11.425735728599868,14.595762041166553,15.13045422178093,18.185904293893483,True
5033430I15Rik,5.404064195959396,4.918137209523512,4.568182513731416,5.346471501318432,False
5330417C22Rik,0.6948082537662081,0.6345983496159371,1.135444208615323,1.251021656712441,True
5330438D12Rik,8.02889537685396,6.5046330835633555,5.730032401616862,5.293796905246329,False
5330439K02Rik,0.4632055025108054,0.6345983496159371,1.3995010013165607,1.0403232724240299,False
5430402O13Rik,1.312415590447282,1.0312223181258977,0.9770101329945802,0.5530832587570792,False
5430403G16Rik,0.9264110050216108,0.7932479370199214,1.4259066805866845,1.1193351665321842,False
5430405H02Rik,5.404064195959396,6.5046330835633555,9.717289971405554,4.714376348453198,False
5430416N02Rik,19.763434773794366,19.037950488478113,20.27956167945507,16.658341007802502,False
5430431A17Rik,1.0808128391918794,1.189871905529882,1.5315293976671798,1.3168649018025695,False
5530601H04Rik,4.55485410802292,5.235436384331481,5.809249439427234,4.227136334786247,False
5730403I07Rik,0.7720091708513424,0.07932479370199214,0.3960851890518568,1.5012259880549292,True
5730409E04Rik,4.091648605512114,7.77382978279523,7.050316365123051,4.451003368092684,False
5730414N17Rik,0.3860045854256712,0.6345983496159371,1.0826328500750753,0.474071364648925,False
5730455P16Rik,4.323251356767518,4.6801628284175365,7.261561799284042,7.374443450094389,True
5730480H06Rik,6.330475200981008,5.870034733947419,7.1031277236633,5.978566654183665,False
5830408C22Rik,1.930022927128356,1.5071710803378506,1.6107464354775511,1.3168649018025695,False
5830428M24Rik,0.2316027512554027,0.2379743811059764,1.0562271708049515,0.8691308351896958,False
5830448L01Rik,4.477653190937786,4.045564478801599,3.0630587953343595,2.791753591821447,False
5830454E08Rik,1.3896165075324163,0.4759487622119528,1.2410669256958182,0.987648676351927,False
5930403N24Rik,0.9264110050216108,0.7139231433179292,1.135444208615323,0.6716010999193104,False
5930430L01Rik,4.091648605512114,4.283538859907575,7.18234476147367,3.8057395662094256,False
6030442K20Rik,0.6948082537662081,1.0312223181258977,0.9506044537244563,0.5399146097390535,False
6030452D12Rik,0.07720091708513424,0.3966239685099607,1.5051237183970558,1.3563708488566466,False
6030458C11Rik,2.933634849235101,3.6489405102916384,4.80583362716253,4.635364454345044,False
6230400D17Rik,2.3932284296391613,2.6177181921657406,2.7725963233629978,2.0543092468120085,False
6330403K07Rik,2.3160275125540273,2.1417694299537877,2.7990020026331215,1.3168649018025695,False
6330403L08Rik,0.8492100879364766,0.9518975244239056,1.7691805110982939,1.6460811272532119,False
6330408M09Rik,0.8492100879364766,1.0312223181258977,0.8977930951842088,0.6189265038472077,False
