gene,WT1,WT2,WT3,KO,KO_above_allWT
0610009B22Rik,31.497974170734768,29.2708488760351,31.23791857655644,31.157023576648793,False
0610009E02Rik,0.6176073366810739,1.11054711182789,3.3535212673057213,2.1728270879742397,False
0610009L18Rik,5.481265113044531,4.521513241013552,5.967683515047976,4.925074732741609,False
0610010F05Rik,6.7936807034918125,7.615180195391245,9.189176386003078,8.783488895023137,False
0610010K14Rik,65.00317218568303,56.082629147308445,48.11114763016554,47.07792023944185,False
0610012G03Rik,93.10430600467188,87.25727307219135,85.0262872497986,108.87839008103644,True
0610030E20Rik,13.587361406983625,14.675086834868546,12.965188521630779,9.771137571375064,False
0610031O16Rik,0.8492100879364766,1.3485214929338665,8.238571932278623,2.897102783965653,False
0610033M10Rik,0.3860045854256712,0.555273555913945,1.135444208615323,1.5670692331450577,True
0610038B21Rik,0.9264110050216108,0.8725727307219135,1.4259066805866845,1.1456724645682355,False
0610040B10Rik,0.5404064195959397,1.8244702551458192,1.4523123598568084,1.8041049154695201,False
1110002L01Rik,2.161625678383759,4.124889272503591,4.119285966139311,4.595858507290967,True
1110004F10Rik,107.77248025084741,103.28088139999376,98.51958935683184,104.5063986070519,False
1110006O24Rik,1.621219258787819,0.7932479370199214,0.633736302482971,0.776950292063516,False
1110008P14Rik,131.0099562934728,96.53827393532443,78.9265753384,147.33084521367147,True
1110012L19Rik,26.557115477286178,27.763677795697248,24.346036287054133,21.280536813129522,False
1110013H19Rik,0.7720091708513424,0.7932479370199214,1.7691805110982939,1.3958767959107234,False
1110019D14Rik,2.00722384421349,1.9037950488478113,3.3535212673057213,2.159658438956214,False
1110020A21Rik,2.933634849235101,3.33164133548367,2.4293224928513886,2.3045135781544968,False
1110028F18Rik,1.5440183417026847,1.5864958740398427,1.7427748318281702,2.9497773800377556,True
1110032A03Rik,18.60542101751735,14.516437247464562,17.058068808499964,15.025428529567318,False
1110035H17Rik,2.00722384421349,2.9350173669737094,4.356937079570425,2.7259103467313186,False
1110038B12Rik,158.5706836928657,165.07489569384563,165.74844877856702,144.72345270810237,False
1110038F14Rik,21.925060452178123,23.32148934838569,24.346036287054133,22.20234224439132,False
1110046J04Rik,1.5440183417026847,1.0312223181258977,1.9012089074489127,1.8699481605596484,False
1110051M20Rik,4.477653190937786,6.583957877265348,4.568182513731416,3.739896321119297,False
1110059E24Rik,9.26411005021611,9.59830003794105,8.898713914031715,9.0205245773476,False
1110059G10Rik,14.2049687436647,14.516437247464562,17.110880167040214,14.590863111972471,False
1110065P20Rik,50.87540435910346,53.30626136773872,48.92972368753938,51.30505657422811,False
1190005I06Rik,10.267721972322853,8.011804163901207,8.50262872497986,9.494595941996526,False
1190007I07Rik,32.192782424500976,31.96789186190283,33.79926946575845,26.956224539898596,False
1200007C13Rik,3.705644020086443,3.33164133548367,9.057147989652458,4.898737434705558,False
1300002E11Rik,11.271333894429599,10.232898387556986,10.060563801917164,9.573607836104681,False
1500002F19Rik,3.0880366834053694,2.459068604761756,2.402916813581265,1.632912478235186,False
1500004A13Rik,0.2316027512554027,1.11054711182789,2.0596429830696557,1.1193351665321842,False
1500011B03Rik,15.671786168282251,19.117275282180106,15.420916693752293,23.57188174226599,True
1500015A07Rik,13.201356821557955,12.850616579722725,12.965188521630779,18.422939976217947,True
1500015L24Rik,0.30880366834053696,0.9518975244239056,0.2640567927012379,1.5012259880549292,True
1500026H17Rik,1.2352146733621479,1.4278462866358583,1.4523123598568084,0.8822994842077215,False
1600002K03Rik,15.208580665771445,14.754411628570539,14.655151994918702,16.88220804110894,True
1600012H06Rik,13.66456232406876,12.691966992318742,9.796507009215926,8.902006736185369,False
1600014C10Rik,6.716479786406678,5.711385146543433,8.79309119695122,7.650985079472928,False
1600020E01Rik,18.682621934602487,18.720651313670146,19.40817426354098,16.355462080387912,False
1700001L05Rik,0.9264110050216108,0.8725727307219135,1.6107464354775511,1.6592497762712377,True
1700001O22Rik,0.4632055025108054,0.7932479370199214,0.47530222686222817,1.251021656712441,True
1700003G18Rik,0.07720091708513424,0.31729917480796854,0.6601419817530947,1.0929978684961326,True
1700007K13Rik,1.6984201758729531,2.776367779569725,1.4787180391269321,2.0938151938660856,False
1700007L15Rik,3.3196394346607723,1.745145461443827,2.71978496482275,2.9892833270918326,False
1700008J07Rik,4.632055025108055,5.235436384331481,6.918287968772432,4.661701752381096,False
1700008O03Rik,0.6948082537662081,0.7139231433179292,0.7129533402933422,1.211515709658364,True
1700012D14Rik,4.246050439682383,4.918137209523512,6.442985741910205,4.003269301479811,False
1700016G22Rik,3.4740412688310407,4.6801628284175365,8.053732177387756,8.401598073500393,True
1700017B05Rik,22.465466871774062,19.751873631796045,22.207176266174105,19.58178108980421,False
1700018A04Rik,0.3860045854256712,1.0312223181258977,1.4523123598568084,2.106983842884111,True
1700018L02Rik,1.4668174246175505,0.31729917480796854,1.1882555671555706,1.1456724645682355,False
1700019L13Rik,2.00722384421349,2.9350173669737094,4.092880286869187,2.383525472262651,False
1700021F05Rik,23.700681545136213,22.052292649153813,17.348531280471327,19.33157675846172,False
1700023F06Rik,2.238826595468893,2.459068604761756,1.9540202659891603,2.5942238565510616,True
1700025G04Rik,30.72596499988343,30.698695162670962,31.29072993509669,30.78830140414407,False
1700028E10Rik,0.6176073366810739,0.9518975244239056,1.4259066805866845,1.0534919214420555,False
1700029J07Rik,1.5440183417026847,1.4278462866358583,2.0860486623397794,1.1193351665321842,False
1700030C12Rik,0.7720091708513424,0.7932479370199214,1.2938782842360657,1.1851784116223125,False
