background_n,background_KO_above_allWT,background_fraction,Hsd3b6_FDR_UP_total,Hsd3b6_FDR_UP_detected,Hsd3b6_FDR_UP_KO_above_allWT,Hsd3b6_fraction,Fisher_OR,one_sided_P,conditional_OR,CI95_low,CI95_high
12926,3276,0.25344267368095313,18,9,6,0.6666666666666666,5.900305810397554,0.010704072673111268,5.899307697382083,1.25905461462551,36.47585226140686
