Symbol,meanProbe,All_mean_log2,maxVar_probe,log2_variance,same_probe
7A5,ILMN_1762337,4.0010252427054915,ILMN_1762337,1.2613471261968715e-05,True
A1BG,ILMN_2055271,6.103012102648414,ILMN_2055271,0.3517731621778021,True
A1CF,ILMN_1779670,5.807516315990991,ILMN_1806310,0.22328603858740834,False
A26A1,ILMN_1671474,4.145270332490585,ILMN_1671474,0.10975854740419119,True
A26B1,ILMN_1772582,4.01861843453073,ILMN_1772582,0.0017232652897352018,True
A26C1B,ILMN_1735698,4.441489999612012,ILMN_1735698,0.18128659047082404,True
A26C3,ILMN_1653355,6.458379455267414,ILMN_1653355,0.08433832555312425,True
A2BP1,ILMN_1787689,4.290139081266673,ILMN_1787689,0.10114135957069857,True
A2M,ILMN_1745607,7.824807876233967,ILMN_1745607,0.5248436745698398,True
A2ML1,ILMN_2136495,4.727297008061502,ILMN_2136495,0.5987056190016209,True
A3GALT2,ILMN_2295559,4.078104141627409,ILMN_2295559,0.035250851118393454,True
A4GALT,ILMN_1735045,6.339408324474169,ILMN_1735045,1.1841431528040178,True
A4GNT,ILMN_1680754,4.05596943280826,ILMN_1680754,0.017985793554844268,True
AAA1,ILMN_1659452,4.194021066433042,ILMN_1659452,0.14674891398923176,True
AAAS,ILMN_1755321,4.01534195813494,ILMN_1755321,0.0018941909347282182,True
AACS,ILMN_1698554,7.773551982050718,ILMN_1698554,0.25571592094410694,True
AACSL,ILMN_1814092,4.199395061881477,ILMN_1814092,0.19932646558865486,True
AADAC,ILMN_1760414,4.056423970351943,ILMN_1760414,0.012798257213714147,True
AADACL1,ILMN_2061446,5.4160316785954254,ILMN_1676336,0.565957857122442,False
AADACL2,ILMN_1752884,4.882223776017955,ILMN_1752884,0.6162984765341958,True
AADACL3,ILMN_1660703,4.072529959640576,ILMN_1660703,0.021148793788941276,True
AADACL4,ILMN_1668851,9.51741995370584,ILMN_1668851,2.381910985182994,True
AADAT,ILMN_1726986,4.375444588914663,ILMN_1726986,0.11074259857283063,True
AAK1,ILMN_1689211,6.310453044469564,ILMN_1689211,0.19169859886593416,True
AAMP,ILMN_1653165,6.215502469007152,ILMN_1653165,0.057997896986831575,True
AANAT,ILMN_1729835,4.0,ILMN_1729835,0.0,True
AARS,ILMN_1662364,8.53212213852869,ILMN_1662364,0.35315300611387535,True
AARS2,ILMN_1674698,5.201700912354463,ILMN_1674698,0.3618094132876592,True
AARSD1,ILMN_1700461,6.724355139132893,ILMN_1700461,0.06599008054908077,True
AASDH,ILMN_1784269,6.2122181386670565,ILMN_1784269,0.08276843442169782,True
AASDHPPT,ILMN_1698189,6.756967993586875,ILMN_2096191,0.07304804138889123,False
AASS,ILMN_2157219,6.041320538504598,ILMN_1678323,0.08240091860146537,False
AATF,ILMN_1703743,6.513106612940586,ILMN_1703743,0.13205697672918199,True
AATK,ILMN_1687609,5.187543951266966,ILMN_1687609,0.26544888077097617,True
ABAT,ILMN_1805104,4.1316091073155246,ILMN_1805104,0.038468505403763696,True
ABCA1,ILMN_1766054,8.564880616787775,ILMN_1766054,0.21443103302604635,True
ABCA10,ILMN_2070570,4.2967255354102445,ILMN_2070570,0.14472883488439323,True
ABCA11,ILMN_2232084,4.036798545658431,ILMN_2232084,0.007127375990263532,True
ABCA12,ILMN_2361400,5.198601893056118,ILMN_2361400,0.31837674238310687,True
ABCA13,ILMN_1704579,4.39787405138475,ILMN_1704579,0.21455937326691973,True
ABCA2,ILMN_1687636,4.015662082135045,ILMN_1687636,0.002943609801658852,True
ABCA3,ILMN_1758523,6.383208355954207,ILMN_1758523,0.2269151516413036,True
ABCA4,ILMN_1794965,7.216051909193199,ILMN_1794965,1.0143842231236642,True
ABCA5,ILMN_1784176,4.270607578875495,ILMN_1784176,0.07113898169909881,True
ABCA6,ILMN_1795507,6.362133197910772,ILMN_1701551,0.3360796302469794,False
ABCA7,ILMN_1743205,5.00276032260888,ILMN_1743205,0.19293225002915887,True
ABCA8,ILMN_1796801,6.054303587792539,ILMN_1796801,0.38628051985793416,True
ABCA9,ILMN_1720501,4.933204778992453,ILMN_1720501,0.34278054446447087,True
ABCB1,ILMN_1812070,4.700030478511934,ILMN_1812070,0.2283253969866099,True
ABCB10,ILMN_1665730,5.052177089050274,ILMN_1665730,0.20623141613792492,True
ABCB11,ILMN_2232066,5.158362028188041,ILMN_2232066,0.05699958818184705,True
ABCB4,ILMN_1767349,4.0,ILMN_1767349,0.0,True
ABCB5,ILMN_1658257,4.0,ILMN_1658257,0.0,True
ABCB6,ILMN_2193980,6.094844932421443,ILMN_2193980,0.2516227767175759,True
ABCB7,ILMN_1687840,5.921976330110908,ILMN_1687840,0.24914658650761395,True
ABCB8,ILMN_2102422,4.0,ILMN_2102422,0.0,True
ABCB9,ILMN_2343048,6.052114597969803,ILMN_2343047,0.1593214660676392,False
ABCC1,ILMN_1802404,4.132590324165854,ILMN_1802404,0.053697570853466776,True
ABCC10,ILMN_1776119,4.423443398044801,ILMN_1776119,0.15885454410034067,True
ABCC11,ILMN_1713008,4.830382696489686,ILMN_1713008,0.5003470199678215,True
ABCC12,ILMN_1762093,4.348358481417852,ILMN_1762093,0.1719148810270473,True
ABCC13,ILMN_1774344,5.802961932531989,ILMN_1774344,0.06616712500228289,True
ABCC2,ILMN_1676278,4.501135247319159,ILMN_1676278,0.3452275397295342,True
ABCC3,ILMN_1677814,5.955721297137265,ILMN_1677814,0.6502519493151953,True
ABCC4,ILMN_1788457,5.084175047649508,ILMN_1788457,1.0485855853576012,True
ABCC5,ILMN_1706531,5.855517182829397,ILMN_1651964,0.3149609259778575,False
ABCC6,ILMN_2406654,6.769887164730717,ILMN_1725414,0.09042389144308195,False
ABCC8,ILMN_1767129,4.004578204666622,ILMN_1767129,0.0002515194956336794,True
ABCC9,ILMN_2366473,5.080433903558539,ILMN_2366473,0.2063425596206556,True
ABCD1,ILMN_1772189,4.007035656776179,ILMN_1772189,0.0003265429827276639,True
ABCD2,ILMN_1652959,4.005681829739281,ILMN_1652959,0.00038739827023402966,True
ABCD3,ILMN_1674032,7.006918265696234,ILMN_1674032,0.045445932213581376,True
ABCD4,ILMN_2343917,5.4070646335997505,ILMN_1737656,0.14902811447705938,False
ABCE1,ILMN_1676846,6.728472826079686,ILMN_1676846,0.13714370052456196,True
ABCF1,ILMN_1763875,8.915852790693343,ILMN_2392635,0.13773656717655472,False
ABCF2,ILMN_1781999,5.095362243062155,ILMN_1781999,0.2805789715419684,True
ABCF3,ILMN_1810085,4.260283272447229,ILMN_1810085,0.07623725130331695,True
ABCG1,ILMN_2262362,4.979668206562103,ILMN_1658176,0.24569756431454015,False
ABCG2,ILMN_1789641,4.0,ILMN_1789641,0.0,True
ABCG4,ILMN_1779470,4.130248162436075,ILMN_1779470,0.05566233057225602,True
ABCG5,ILMN_1716592,4.752172928247981,ILMN_1716592,0.12139350881021609,True
ABCG8,ILMN_1680309,4.081862268524985,ILMN_1680309,0.023588275818061253,True
ABHD1,ILMN_1743371,4.070798985071573,ILMN_1743371,0.009241436225537832,True
ABHD10,ILMN_1770031,5.826632025282854,ILMN_1770031,0.1258774266295861,True
ABHD11,ILMN_2338268,4.868475575401597,ILMN_2338268,0.31892772990383533,True
ABHD12,ILMN_2245305,6.664019160923711,ILMN_2318685,0.344702269526002,False
ABHD12B,ILMN_2367487,8.976351010943866,ILMN_2367487,2.771499779259286,True
ABHD13,ILMN_1785285,4.396232622207054,ILMN_1785285,0.12045568014063696,True
ABHD14A,ILMN_1794213,5.470699789739431,ILMN_1794213,0.3719773010233126,True
ABHD14B,ILMN_2227533,5.583089327317522,ILMN_2227533,0.26458318813150056,True
ABHD2,ILMN_2403446,5.598101998261374,ILMN_1723662,0.2345665908866481,False
ABHD3,ILMN_1801767,5.516158679576508,ILMN_1801767,0.248603037823828,True
ABHD4,ILMN_1700633,4.631683219244904,ILMN_1700633,0.19712348534261903,True
ABHD5,ILMN_1655702,8.694478843288621,ILMN_1655702,0.7729378020301979,True
ABHD6,ILMN_1706344,8.270255800791897,ILMN_1706344,0.8152522192841107,True
ABHD7,ILMN_1719498,4.787209615903814,ILMN_1719498,0.2079136844078594,True
ABHD8,ILMN_1712707,7.734067264358027,ILMN_1712707,0.06281976312287346,True
ABHD9,ILMN_1699750,8.258007637049705,ILMN_1699750,1.5404199300839705,True
ABI1,ILMN_2329958,6.031928732058615,ILMN_2329958,0.24389426696257466,True
ABI2,ILMN_1724497,5.443170534265535,ILMN_1724497,0.215785192044279,True
ABI3,ILMN_1755658,5.174775798345522,ILMN_1755658,0.182659630575709,True
ABI3BP,ILMN_1673639,6.1850215633672185,ILMN_1673639,0.6333398528748891,True
ABL1,ILMN_1713732,7.701622003510492,ILMN_1713732,0.11977955712594245,True
ABL2,ILMN_2240003,4.143533984585195,ILMN_2240003,0.05647934750647181,True
ABLIM1,ILMN_1785424,8.606489824022656,ILMN_1731610,0.23111694293079396,False
ABLIM2,ILMN_1758825,5.076286127768732,ILMN_1758825,0.3071625994016103,True
ABLIM3,ILMN_1656940,5.617923944545938,ILMN_1656940,0.08696814094636161,True
ABO,ILMN_1656979,4.0,ILMN_1656979,0.0,True
ABP1,ILMN_1731433,4.016923191624674,ILMN_1731433,0.0022403135316534126,True
ABR,ILMN_1672878,6.81109804255072,ILMN_1672878,0.2669693954544234,True
ABRA,ILMN_1766991,4.135444630410877,ILMN_1766991,0.04507406224108846,True
ABT1,ILMN_1658083,4.051984888083524,ILMN_1658083,0.015059349941136425,True
ABTB1,ILMN_1802096,6.937776255262344,ILMN_1802096,0.15228645716608463,True
ABTB2,ILMN_1753370,4.22758653459225,ILMN_1753370,0.12274641901807204,True
ACAA1,ILMN_1738921,8.558257251513933,ILMN_1738921,0.2702966592162274,True
ACAA2,ILMN_1660199,7.1318447341313345,ILMN_1660199,1.3124738812448742,True
ACACA,ILMN_2331636,8.573130339871524,ILMN_1772123,0.30198532022959584,False
ACACB,ILMN_1763852,8.724619085160079,ILMN_1763852,0.2431764975157396,True
ACAD10,ILMN_1687303,4.254172005557351,ILMN_1687303,0.09658255780101137,True
ACAD11,ILMN_1761058,7.071500699111553,ILMN_1761058,0.1267567291602472,True
ACAD8,ILMN_2225595,8.423001532147985,ILMN_1724699,0.4055593615505211,False
ACAD9,ILMN_1775579,8.234784985281664,ILMN_1775579,0.2739622100596917,True
ACADL,ILMN_1660890,4.169598749703939,ILMN_1660890,0.11019144012190929,True
ACADM,ILMN_2053679,9.032533902147996,ILMN_1778104,0.14627911686258435,False
ACADS,ILMN_1795104,4.665537508858295,ILMN_1795104,0.23872679358537044,True
ACADSB,ILMN_1740920,4.21441366143117,ILMN_1740920,0.0869515562717659,True
ACADVL,ILMN_1806408,10.019485121240306,ILMN_2263466,0.29693180110811973,False
ACAN,ILMN_1693148,4.0,ILMN_1693148,0.0,True
ACAT1,ILMN_1800008,7.979210932982724,ILMN_1800008,0.42421389681572613,True
ACAT2,ILMN_1708672,10.974672308004761,ILMN_1708672,1.9359317816045063,True
ACBD3,ILMN_1665945,7.2406806901276966,ILMN_1665945,0.041474179042962356,True
ACBD4,ILMN_1676288,4.275320337130282,ILMN_1676288,0.22359243649812888,True
ACBD5,ILMN_2410362,5.042203540527691,ILMN_2410362,1.4624461102824702,True
ACBD6,ILMN_1684271,5.305433659098279,ILMN_1684271,0.2544008267140157,True
ACBD7,ILMN_2106002,4.2856152008602635,ILMN_2106002,0.9789125155493786,True
ACCN1,ILMN_1665932,4.287284582902835,ILMN_1665932,0.11154739490760152,True
ACCN2,ILMN_1769694,5.093100776066006,ILMN_1769694,0.20385615887614186,True
ACCN3,ILMN_1734479,4.7349586162925785,ILMN_1734479,0.10447406850557242,True
ACCN4,ILMN_2394902,5.175312764310755,ILMN_2394902,0.1299108541578249,True
ACCN5,ILMN_1750295,4.065813578348202,ILMN_1750295,0.024539645624754747,True
ACD,ILMN_1716480,4.636070849957676,ILMN_1716480,0.07473776105056243,True
ACE,ILMN_2339410,4.011688942814228,ILMN_2339410,0.0013284767360625062,True
ACE2,ILMN_1667018,4.875236876225186,ILMN_1667018,0.19707520703220432,True
ACHE,ILMN_1735471,4.4793162552310175,ILMN_1735471,0.22605199265086603,True
ACIN1,ILMN_1699636,7.359903658970074,ILMN_1699636,0.049708531094636126,True
ACLY,ILMN_2371379,9.862454229850218,ILMN_1749014,0.5678408534557674,False
ACMSD,ILMN_1727091,6.112436423407189,ILMN_1727091,0.054130368981041975,True
ACN9,ILMN_2134039,6.998899310244438,ILMN_1771348,0.14839112609043123,False
ACO1,ILMN_1750800,9.78050657473121,ILMN_1750800,0.30757618645997414,True
ACO2,ILMN_1654861,6.659718002759416,ILMN_1654861,0.21500485530169594,True
ACOT1,ILMN_1715543,8.045906280689872,ILMN_2121389,1.8338590239157484,False
ACOT11,ILMN_2353978,5.832396661934153,ILMN_1739594,0.3242268999036162,False
ACOT12,ILMN_1785474,4.03677954961422,ILMN_1785474,0.01623282323789874,True
ACOT2,ILMN_1716237,7.026857749692466,ILMN_1716237,0.41042184616573957,True
ACOT4,ILMN_1764321,6.5970323404117,ILMN_1764321,0.7195196477211927,True
ACOT6,ILMN_2156699,4.141792030378977,ILMN_2156699,0.02753271625424741,True
ACOT7,ILMN_1740265,9.639434540314568,ILMN_2332250,0.7511083106119645,False
ACOT8,ILMN_1679600,4.2755333563270375,ILMN_1679600,0.09735422070344737,True
ACOT9,ILMN_2367070,4.921064998294377,ILMN_1658995,0.5801350713223346,False
ACOX1,ILMN_1750158,6.360240606530186,ILMN_1750158,0.44375290610574675,True
ACOX2,ILMN_1685703,5.94521318429447,ILMN_1685703,0.1781657359016266,True
ACOX3,ILMN_1743396,5.884117758725056,ILMN_1743396,0.11443016915757041,True
ACOXL,ILMN_1743680,4.0,ILMN_1743680,0.0,True
ACP1,ILMN_2344956,9.427519152214694,ILMN_1669633,0.0786737430873453,False
ACP2,ILMN_2104830,5.430096174492075,ILMN_2104830,0.6719852508764468,True
ACP5,ILMN_2078599,4.682752211584548,ILMN_2078599,1.2350396222980604,True
ACP6,ILMN_2234343,6.0781843747525,ILMN_2234343,0.33619729691334305,True
ACPL2,ILMN_1706598,4.859586689919625,ILMN_2306955,0.12899138537289617,False
ACPP,ILMN_1758323,6.293965311531019,ILMN_1758323,0.43733311402471836,True
ACPT,ILMN_1728331,6.926098445781269,ILMN_1728331,0.12838453197207622,True
ACR,ILMN_1705637,4.275508702280496,ILMN_1705637,0.06934835984818345,True
ACRBP,ILMN_1784203,4.025603800875702,ILMN_1784203,0.007323677869531922,True
ACRC,ILMN_1666690,5.591271561542027,ILMN_1666690,0.05825881979392634,True
ACRV1,ILMN_1654468,4.807163377665607,ILMN_1654468,1.1440727507025017,True
ACSBG1,ILMN_2227011,8.864377075491328,ILMN_2227011,2.7658597689007207,True
ACSBG2,ILMN_1730002,4.036141150026918,ILMN_1730002,0.008162801169120347,True
ACSF3,ILMN_1716832,4.07094735144382,ILMN_1716832,0.012257043543139728,True
ACSL1,ILMN_1684585,9.625181778860684,ILMN_1684585,0.13391926585031833,True
ACSL3,ILMN_2360705,10.954110413100143,ILMN_2360705,1.3611867374426623,True
ACSL4,ILMN_1683598,5.823599210367551,ILMN_2285506,0.3008874265087229,False
ACSL5,ILMN_1705247,9.738266076123622,ILMN_1705247,1.221756991017492,True
ACSL6,ILMN_2378555,4.064471930864748,ILMN_1730025,0.032290868489677514,False
ACSM1,ILMN_1661434,4.077213518391601,ILMN_1661434,0.034115584114527094,True
ACSM2A,ILMN_1809623,4.045583055565222,ILMN_1809623,0.010080364883964073,True
ACSM2B,ILMN_1657592,4.0,ILMN_1657592,0.0,True
ACSM3,ILMN_1771084,7.7360581622406865,ILMN_1771084,1.0802919832430284,True
ACSM4,ILMN_1791923,4.109506925782668,ILMN_1791923,0.12206947234714884,True
ACSM5,ILMN_2070792,6.47154470587262,ILMN_2070792,0.07208714129748989,True
ACSS1,ILMN_1752269,5.631757329401504,ILMN_1752269,0.1700657280474339,True
ACSS2,ILMN_1714197,11.647826807724144,ILMN_2336595,0.6978124440143512,False
ACSS3,ILMN_1659885,4.055850936579079,ILMN_1659885,0.017036068891733317,True
ACTA1,ILMN_2125869,11.215514033483062,ILMN_2125869,5.899291634863863,True
ACTA2,ILMN_1671703,10.187318359687415,ILMN_1671703,0.8695815524979431,True
ACTB,ILMN_1777296,11.514910845848904,ILMN_2038777,0.06330163283642928,False
ACTC1,ILMN_1658660,6.392304161209802,ILMN_1658660,2.4105283353167333,True
ACTG1,ILMN_2053178,12.785963420307265,ILMN_2053178,0.07034021614483153,True
ACTG2,ILMN_1795325,7.690797914804348,ILMN_1795325,2.3229882552128456,True
ACTL6A,ILMN_1749297,7.640522490273367,ILMN_2328280,0.06741656424585937,False
ACTL6B,ILMN_1657855,4.04290476244916,ILMN_1657855,0.0073711563841207806,True
ACTL7A,ILMN_1717900,4.079825633147134,ILMN_1717900,0.0530380614672052,True
ACTL7B,ILMN_1796088,4.329423549456443,ILMN_1796088,0.12148128636956347,True
ACTL8,ILMN_1704078,4.8867018133460665,ILMN_1704078,0.19258743529998235,True
ACTN1,ILMN_2232177,10.058582044266299,ILMN_2232177,0.0849281025979894,True
ACTN2,ILMN_1654422,5.222310000706022,ILMN_1654422,0.7345128037944295,True
ACTN3,ILMN_1665691,5.438204597078707,ILMN_1665691,0.2685838469602167,True
ACTN4,ILMN_1725534,5.9754022064662555,ILMN_1725534,0.12247931444142296,True
ACTR10,ILMN_1798254,7.326116241627799,ILMN_1798254,0.06799510416227046,True
ACTR1A,ILMN_1792314,9.802251970650623,ILMN_1792314,0.11211399393895022,True
ACTR1B,ILMN_1695821,5.911979460485036,ILMN_1695821,0.42224588185393425,True
ACTR2,ILMN_2388605,9.242071346723222,ILMN_2388605,0.02910269749107827,True
ACTR3,ILMN_1657153,7.549129937253362,ILMN_1657153,0.07075328320392385,True
ACTR3B,ILMN_2260392,5.1732297144679436,ILMN_2260392,1.1459286579998293,True
ACTR5,ILMN_1652594,5.56484907069097,ILMN_1652594,0.047358837162472446,True
ACTR6,ILMN_1697585,7.7173080564684025,ILMN_1697585,0.1072745597432351,True
ACTR8,ILMN_1689162,6.4110036514706135,ILMN_1689162,0.08734779215161838,True
ACTRT1,ILMN_1815392,6.744821815367436,ILMN_1815392,0.17422898529774253,True
ACVR1,ILMN_1760490,7.255792102649677,ILMN_1760490,0.12779268715167819,True
ACVR1B,ILMN_2243308,8.285363627088197,ILMN_1766723,0.06957779509446953,False
ACVR1C,ILMN_1689217,4.001671684444675,ILMN_1689217,3.353434659080209e-05,True
ACVR2A,ILMN_2152711,7.152872379972155,ILMN_1670912,0.052129229275749346,False
ACVR2B,ILMN_1668983,4.054383730306231,ILMN_1668983,0.022823517033984518,True
ACVRL1,ILMN_1807493,4.155051489272517,ILMN_1807493,0.07424867747794493,True
ACY1,ILMN_1683883,6.066936556863756,ILMN_1683883,0.2079347136823581,True
ACY3,ILMN_1670193,4.0,ILMN_1670193,0.0,True
ACYP1,ILMN_1694233,6.929484707691669,ILMN_1694233,0.1942964186352748,True
ACYP2,ILMN_2158705,6.771864318890092,ILMN_1697550,0.1590960567021966,False
ADA,ILMN_1803686,4.908408090650766,ILMN_1803686,0.20581680464212387,True
ADAD1,ILMN_1745580,4.0,ILMN_1745580,0.0,True
ADAD2,ILMN_1745108,4.04849218862927,ILMN_1745108,0.0140272974409612,True
ADAL,ILMN_1725043,4.920587153203103,ILMN_1725043,0.21468115112498376,True
ADAM10,ILMN_1718946,5.286034339184273,ILMN_1718946,0.14868271442389955,True
ADAM11,ILMN_1711374,4.048886623214478,ILMN_1711374,0.013856344039719725,True
ADAM12,ILMN_1785393,4.289515053312146,ILMN_1705689,0.13733446673099567,False
ADAM15,ILMN_1756920,11.446955691260724,ILMN_2384544,0.4210830302680026,False
ADAM17,ILMN_2121068,6.349860035311797,ILMN_2121068,0.39960671342484155,True
ADAM18,ILMN_2201386,4.143409906687205,ILMN_2201386,0.06615988392064341,True
ADAM19,ILMN_1682225,5.012747770302868,ILMN_1682225,0.2681350489099712,True
ADAM2,ILMN_1662675,5.062487298168691,ILMN_1662675,0.3277279720861364,True
ADAM20,ILMN_1737629,4.0,ILMN_1737629,0.0,True
ADAM21,ILMN_1812112,6.265629898779832,ILMN_1812112,0.10043285355983773,True
ADAM22,ILMN_2351754,4.058962796550562,ILMN_2351754,0.019256285517256885,True
ADAM23,ILMN_2060086,4.079641747287075,ILMN_2060086,0.06100145721183035,True
ADAM28,ILMN_1664631,4.780268368205308,ILMN_1664631,0.18641194812583295,True
ADAM29,ILMN_2194158,5.393575995445371,ILMN_2194158,0.14806970449961482,True
ADAM30,ILMN_2100871,4.059046285349789,ILMN_2100871,0.01917666258358077,True
ADAM32,ILMN_1703383,4.407893344908165,ILMN_1703383,0.11902953748270556,True
ADAM33,ILMN_1651657,6.009262948438012,ILMN_1671297,0.06297977493624417,False
ADAM3A,ILMN_1795204,4.195579263056873,ILMN_1795204,0.16155366418605183,True
ADAM5,ILMN_1685531,4.020810670917424,ILMN_1685531,0.002625330904467963,True
ADAM5P,ILMN_2302214,4.001662870335242,ILMN_2302214,3.318165302192237e-05,True
ADAM6,ILMN_2143210,5.892465296032462,ILMN_2143210,0.06892561632777466,True
ADAM7,ILMN_1750294,5.375659968393512,ILMN_1750294,0.07444719857835595,True
ADAM8,ILMN_1708348,4.105586995503289,ILMN_1708348,0.07226021062075849,True
ADAM9,ILMN_1727524,5.4672362089586635,ILMN_1727524,0.020941249411934214,True
ADAMDEC1,ILMN_2103107,4.603402459283297,ILMN_2103107,0.951996713913915,True
ADAMTS1,ILMN_1673566,4.9772523657187655,ILMN_1673566,0.2750536867375262,True
ADAMTS10,ILMN_1751168,4.8472566971737425,ILMN_1751168,0.17385293210032038,True
ADAMTS12,ILMN_1660970,4.1051577747052725,ILMN_1660970,0.07343805272264635,True
ADAMTS13,ILMN_2413732,4.9766472831240725,ILMN_2413732,0.12392951354487508,True
ADAMTS14,ILMN_1873412,4.900455050782583,ILMN_1873412,0.04643855992416813,True
ADAMTS15,ILMN_1683781,5.363376505378589,ILMN_1683781,0.11547156871516641,True
ADAMTS16,ILMN_1726247,5.989022056521629,ILMN_1726247,0.03849125999247252,True
ADAMTS17,ILMN_1682989,4.203674272739013,ILMN_1682989,0.06624849526458797,True
ADAMTS18,ILMN_1739872,4.302529703259895,ILMN_1739872,0.12900842348759944,True
ADAMTS19,ILMN_1656171,4.370163313557996,ILMN_1656171,0.12261887286755964,True
ADAMTS2,ILMN_1796628,4.334385991007783,ILMN_1796628,0.13577866353137405,True
ADAMTS20,ILMN_1787908,4.091181934423906,ILMN_1787908,0.055089343719291375,True
ADAMTS3,ILMN_1703803,4.021335313794751,ILMN_1703803,0.003485316304298662,True
ADAMTS4,ILMN_2092933,6.312817953044064,ILMN_2092933,1.1847656991704378,True
ADAMTS5,ILMN_1681886,4.1062131293167035,ILMN_1681886,0.0557689998068766,True
ADAMTS6,ILMN_1767362,5.477391157187947,ILMN_1767362,0.03601688325330487,True
ADAMTS7,ILMN_2211790,4.0,ILMN_2211790,0.0,True
ADAMTS8,ILMN_1672403,4.261719154390529,ILMN_1672403,0.12448161245435277,True
ADAMTS9,ILMN_1805543,5.018595859067451,ILMN_1805543,0.3184974369223737,True
ADAMTSL1,ILMN_1705250,4.1877668702268736,ILMN_1727084,0.05249487307570324,False
ADAMTSL2,ILMN_1721495,4.972998114217578,ILMN_1721495,0.249870950907592,True
ADAMTSL3,ILMN_1798690,4.42003373341666,ILMN_1798690,0.0901887906972898,True
ADAMTSL4,ILMN_1687035,5.198898426547808,ILMN_1762294,0.3045174391700594,False
ADAMTSL5,ILMN_1793040,6.076639904424251,ILMN_1793040,0.0485217580167941,True
ADAR,ILMN_1776777,7.7999681820887545,ILMN_2320964,0.172737645049138,False
ADARB1,ILMN_1679797,7.662028540502366,ILMN_1697628,0.22973117494901774,False
ADARB2,ILMN_1749493,5.385451298566871,ILMN_1749493,0.29360236582238297,True
ADAT1,ILMN_1657139,5.342545316580014,ILMN_1657139,0.1729660239657383,True
ADAT3,ILMN_1806275,4.189385259710505,ILMN_1806275,0.04539244485461278,True
ADC,ILMN_1659599,4.065121812641463,ILMN_1659599,0.01840485091589552,True
ADCK1,ILMN_1698777,4.91232650383151,ILMN_1698777,0.22833408752648524,True
ADCK2,ILMN_1663132,7.92350817554714,ILMN_1663132,0.1858213017999858,True
ADCK4,ILMN_1700349,4.037159833431218,ILMN_1700349,0.009558488760238166,True
ADCK5,ILMN_1761309,6.008784089500559,ILMN_1761309,0.08962685378213302,True
ADCY1,ILMN_1742073,5.3548273854027855,ILMN_2120555,0.04547873791547756,False
ADCY2,ILMN_1810691,4.205979396911579,ILMN_1810691,0.11447464356741831,True
ADCY3,ILMN_1676893,8.563812819985394,ILMN_1676893,0.18002435419599544,True
ADCY4,ILMN_2148944,5.476627671633553,ILMN_2148944,0.38800098090944546,True
ADCY5,ILMN_1708588,4.098796037685554,ILMN_1708588,0.018801421813702722,True
ADCY6,ILMN_1685156,5.935329677696751,ILMN_2311674,0.16122170678872483,False
ADCY7,ILMN_1655935,5.850106616854083,ILMN_1655935,0.03254164020267012,True
ADCY8,ILMN_1754440,5.105941208588071,ILMN_1754440,0.14208817515188676,True
ADCY9,ILMN_1654287,4.127551758797567,ILMN_1654287,0.061644384442670334,True
ADCYAP1,ILMN_1763344,4.235196838859182,ILMN_1763344,0.07930616757386252,True
ADCYAP1R1,ILMN_1711736,4.0,ILMN_1711736,0.0,True
ADD1,ILMN_1759252,9.615985206189048,ILMN_2356786,0.12071006957821102,False
ADD2,ILMN_1694133,4.34815894166498,ILMN_1694133,0.06845090250127135,True
ADD3,ILMN_1814526,8.64278446442575,ILMN_2311278,0.179777660774037,False
ADFP,ILMN_2138765,9.808299708716396,ILMN_1801077,0.6937386133312623,False
ADH1A,ILMN_1764309,6.258345139639804,ILMN_1764309,2.5276596613968043,True
ADH1B,ILMN_1811598,4.842636739817403,ILMN_1811598,0.5341104996547146,True
ADH1C,ILMN_1740717,4.311085310167158,ILMN_1740717,0.6829032795320695,True
ADH4,ILMN_1797912,4.392968555997036,ILMN_1797912,0.2892102138991494,True
ADH5,ILMN_1738604,5.012244281012485,ILMN_1738604,0.2897933882557355,True
ADH6,ILMN_1691175,4.66842869546975,ILMN_1691175,0.13304206312175784,True
ADH7,ILMN_2223359,6.14022600119957,ILMN_2223359,1.8711365346309454,True
ADHFE1,ILMN_1702858,5.698313069566735,ILMN_2363634,0.22314983021603957,False
ADI1,ILMN_1813975,4.964865239365784,ILMN_1813975,0.17132624171199948,True
ADIG,ILMN_1743331,4.014204096601617,ILMN_1743331,0.0011322713453487856,True
ADIPOQ,ILMN_1775045,4.040672716163297,ILMN_1775045,0.0099411997227616,True
ADIPOR1,ILMN_1688322,7.669103729773624,ILMN_1688322,0.03723464369470015,True
ADIPOR2,ILMN_2224833,8.636611527995127,ILMN_2224833,0.5334855278115678,True
ADK,ILMN_2358626,8.047954177798687,ILMN_1801020,0.15406495196920672,False
ADM,ILMN_1708934,8.644494005055954,ILMN_1708934,0.2548669862031597,True
ADM2,ILMN_1702933,4.632451321251253,ILMN_1702933,0.20202476624774965,True
ADNP,ILMN_1657993,6.240327051961701,ILMN_1657993,0.06093658337520516,True
ADNP2,ILMN_2080751,7.207639607331279,ILMN_2080751,0.027854474034839437,True
ADO,ILMN_1690352,6.9665781198338586,ILMN_1690352,0.24775141606071516,True
ADORA1,ILMN_1747227,6.054427199244551,ILMN_1747227,0.22089994872388985,True
ADORA2A,ILMN_1807372,4.4288603986821045,ILMN_1807372,0.16477152993386188,True
ADORA2B,ILMN_1703946,5.148815264870317,ILMN_1703946,0.3330533015513302,True
