Term,ES,NES,NOM p-val,FDR q-val,Lead_genes
Response to Type II Interferon (GO:0034341),0.3585520376144311,1.64825058049712,0.006531373921156987,0.007786835381433264,FCAR;GBP6;GAPDH;GBP1;CITED1;RPL13A;CYP27B1;CCL2;KYNU;SYNCRIP;STAT1;GBP7;CAMK2A;PSMB9;PSMA2;GBP2;GBP5;PSMB4;UBD;PSMB8;PSMA1;IL12RB1;CD58;PSMA4;GCH1;CALCOCO2;CD200;GBP4;GBP3;PSMB1
Response to Cytokine (GO:0034097),0.17416569780876193,0.911992149898086,0.6620040691759919,0.6454556515391167,MAPKAPK3;KHSRP;SHMT2;CITED1;CYP27B1;IRAK2;IL1B;KYNU;SRF;SPHK1;NFAT5;STAT1;AFF3;PSMB9;BCL2L1;PSMA2;CH25H;PSMB4;UBD;PSMB8;PSMA1;KLHL20;OSMR;SELL;IFIT3;PSMA4;GCH1;ITIH4;LAMP3;CALCOCO2;CDK9;SETD2;CD274;CSF1R;RELB;PSMB1;REL;IRAK3
