candidate_genes_n,measurable_genes_n,measurable_genes,missing_genes,MGD_beta_ageSexAdj,SE,t,pvalue,CI95_low,CI95_high
17,16,CXCL5;LCN2;IL1RN;IFITM1;IFITM3;CXCL1;CXCL2;CCL20;SLPI;S100A8;ZBP1;ISG15;RTP4;CXCL10;PLAC8;WDFY1,IFI47,0.22552140016542999,0.40450499204223345,0.5575243930287115,0.5924225143854389,-0.7072687841946885,1.1583115845255485
