Program,Library,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
P5,Reactome_Pathways_2024,gs_ind_0,A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,1/26,0.09114756758275655,0.222400064901926,16.046408513154006,38.435568598252985,GPC6
P5,Reactome_Pathways_2024,gs_ind_0,ALK Mutants Bind TKIs,1/12,0.043140826609840886,0.20559300181252296,35.59951933580948,111.89945212016866,EML4
P5,Reactome_Pathways_2024,gs_ind_0,Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis,1/60,0.19803474382044972,0.3066020145443511,6.868417718846333,11.122116658096216,EGR2
P5,Reactome_Pathways_2024,gs_ind_0,Activation of HOX Genes During Differentiation,1/60,0.19803474382044972,0.3066020145443511,6.868417718846333,11.122116658096216,EGR2
P5,Reactome_Pathways_2024,gs_ind_0,Activation of RAC1,1/12,0.043140826609840886,0.20559300181252296,35.59951933580948,111.89945212016866,PAK3
P5,Reactome_Pathways_2024,gs_ind_0,Adaptive Immune System,6/663,0.035357972483509525,0.18919616855211235,2.7733437946365704,9.269156663852975,PAK3;FBXO32;PLCG2;CTSD;NFATC2;SH3KBP1
P5,Reactome_Pathways_2024,gs_ind_0,Adherens Junctions Interactions,1/57,0.1891270689518711,0.3035889780658194,7.233912927469205,12.046896829454685,AFDN
P5,Reactome_Pathways_2024,gs_ind_0,Adipogenesis,2/105,0.05698742040424429,0.21241224873119846,6.6368719193702645,19.014138492752263,EGR2;PPARGC1B
P5,Reactome_Pathways_2024,gs_ind_0,"Adrenaline,noradrenaline Inhibits Insulin Secretion",1/27,0.09448390777737954,0.22339218505504466,15.440314781454441,36.428732206490906,CACNA1C
P5,Reactome_Pathways_2024,gs_ind_0,Amino Acid Transport Across the Plasma Membrane,1/32,0.11098459693722368,0.2383824089144593,12.987078248384782,28.550323385514286,SLC43A2
