Program,Library,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
P6,GO_Biological_Process_2026,gs_ind_0,3'-UTR-mediated mRNA Destabilization (GO:0061158),1/22,0.07768007418553498,0.1692013252259471,19.03459156246348,48.636360355386536,PLEKHN1
P6,GO_Biological_Process_2026,gs_ind_0,Actin Filament Network Formation (GO:0051639),1/12,0.043140826609840886,0.1468258814732653,35.59951933580948,111.89945212016866,COBL
P6,GO_Biological_Process_2026,gs_ind_0,Actin Filament Organization (GO:0007015),2/168,0.12660428441173513,0.20758949907992091,4.116019572872364,8.506532077574791,POF1B;COBL
P6,GO_Biological_Process_2026,gs_ind_0,Actin Filament Polymerization (GO:0030041),1/28,0.09780812250653742,0.1914609979784834,14.878300593878484,34.58829438886499,COBL
P6,GO_Biological_Process_2026,gs_ind_0,Actin Polymerization or Depolymerization (GO:0008154),1/51,0.1710168333182885,0.2439025789467972,8.09517886462013,14.296031530903484,COBL
P6,GO_Biological_Process_2026,gs_ind_0,Ameboidal-type Cell Migration (GO:0001667),1/22,0.07768007418553498,0.1692013252259471,19.03459156246348,48.636360355386536,SRGAP2
P6,GO_Biological_Process_2026,gs_ind_0,Amino Acid Transport (GO:0006865),1/51,0.1710168333182885,0.2439025789467972,8.09517886462013,14.296031530903484,SLCO3A1
P6,GO_Biological_Process_2026,gs_ind_0,Aminoglycan Catabolic Process (GO:0006026),1/9,0.032531551648223855,0.1375458429834413,48.16937629323086,165.00635843822025,CHIT1
P6,GO_Biological_Process_2026,gs_ind_0,Amyloid Fibril Formation (GO:1990000),1/24,0.08443833551787916,0.1768481222909427,17.41334331230621,43.0411486823959,CDSN
P6,GO_Biological_Process_2026,gs_ind_0,Anterograde Axonal Protein Transport (GO:0099641),1/8,0.02896931280161029,0.13556733100128565,54.59396984924623,193.34553720447744,DLG2
P6,GO_Biological_Process_2026,gs_ind_0,Anterograde Axonal Transport (GO:0008089),1/36,0.12397052607037776,0.20627318087821186,11.52204685398825,24.054708967199332,DLG2
