Program,Library,Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
P1,Reactome_Pathways_2024,gs_ind_0,ADORA2B Mediated Anti-Inflammatory Cytokines Production,1/42,0.14309810434998382,0.2389532938667194,9.854029182054852,19.15844830527978,ADCY2
P1,Reactome_Pathways_2024,gs_ind_0,ADP Signalling Through P2Y Purinoceptor 1,1/25,0.08779905814197392,0.20427914194365931,16.70197928417598,40.630980258906256,GNAQ
P1,Reactome_Pathways_2024,gs_ind_0,Acetylcholine Regulates Insulin Secretion,2/10,0.0005878432500802306,0.01782754656202586,81.09734249029562,603.2872040697225,GNAQ;CHRM3
P1,Reactome_Pathways_2024,gs_ind_0,Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis,3/60,0.0014073918175824766,0.03032935715529965,16.925172798216277,111.13097337550288,MEIS1;PBX1;PAX6
P1,Reactome_Pathways_2024,gs_ind_0,Activation of G Protein Gated Potassium Channels,1/29,0.10112025539501886,0.2063799364494829,14.355725998413119,32.89535401837941,KCNJ16
P1,Reactome_Pathways_2024,gs_ind_0,Activation of GABAB Receptors,2/43,0.010903872514168692,0.08897397970498197,16.590116812427375,74.96472024703068,KCNJ16;ADCY2
P1,Reactome_Pathways_2024,gs_ind_0,Activation of HOX Genes During Differentiation,3/60,0.0014073918175824766,0.03032935715529965,16.925172798216277,111.13097337550288,MEIS1;PBX1;PAX6
P1,Reactome_Pathways_2024,gs_ind_0,Activation of NMDA Receptors and Postsynaptic Events,1/86,0.2712858857554616,0.34428645137693126,4.775191748214758,6.229629607934631,NBEA
P1,Reactome_Pathways_2024,gs_ind_0,Adaptive Immune System,1/663,0.9150842113736062,0.9203584719578921,0.6031402294491325,0.053522171589850516,ITPR1
P1,Reactome_Pathways_2024,gs_ind_0,Adenylate Cyclase Activating Pathway,1/10,0.036080852581350895,0.16143868654989055,43.0973287490082,143.16902243022955,ADCY2
P1,Reactome_Pathways_2024,gs_ind_0,Adenylate Cyclase Inhibitory Pathway,1/14,0.05014960504049533,0.18907660495051973,30.32328308207705,90.74984291620152,ADCY2
P1,Reactome_Pathways_2024,gs_ind_0,Amine Ligand-Binding Receptors,1/32,0.11098459693722368,0.21374812377466276,12.987078248384782,28.550323385514286,CHRM3
P1,Reactome_Pathways_2024,gs_ind_0,Amino Acid Conjugation,1/5,0.018204501114733745,0.12457589978513875,91.0,364.55386253468845,ACSM1
P1,Reactome_Pathways_2024,gs_ind_0,Amino Acid Transport Across the Plasma Membrane,1/32,0.11098459693722368,0.21374812377466276,12.987078248384782,28.550323385514286,SLC6A6
P1,Reactome_Pathways_2024,gs_ind_0,Amyloid Fiber Formation,1/46,0.15561952100888302,0.2537907141686924,8.986415594455796,16.717799339197803,SORL1
